"Alpha","age","Age_Category","Condition","Chance","Amount","response_self","SID"
0.238995668398711,11.98055556,"13-Dec","BA",25,40,"certain","1"
0.511106699036532,12.20555556,"13-Dec","BA",10,40,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",90,100,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",90,20,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",75,30,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",10,30,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",90,5,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",75,20,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",90,10,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",75,40,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",50,50,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",50,5,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",25,30,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",10,100,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",50,40,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",25,5,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",25,50,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",50,20,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",10,20,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",50,30,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",25,40,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",25,10,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",10,10,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",75,5,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",50,100,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",50,10,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",75,50,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",90,50,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",75,100,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",10,50,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",25,100,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",75,10,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",10,5,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",90,40,"chance","2"
0.511106699036532,12.20555556,"13-Dec","BA",25,20,"certain","2"
0.511106699036532,12.20555556,"13-Dec","BA",90,30,"chance","2"
0.182199169508606,16.44166667,"14-17","BA",25,5,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",10,5,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",50,20,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",25,40,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",90,50,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",75,100,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",90,40,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",10,20,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",90,20,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",50,100,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",25,10,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",75,40,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",10,30,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",75,5,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",75,10,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",25,50,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",90,30,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",50,50,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",25,30,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",90,10,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",90,100,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",50,5,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",75,50,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",10,100,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",25,20,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",10,50,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",10,10,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",25,100,"chance","3"
0.182199169508606,16.44166667,"14-17","BA",50,40,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",10,40,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",90,5,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",75,30,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",50,30,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",75,20,"certain","3"
0.182199169508606,16.44166667,"14-17","BA",50,10,"certain","3"
1.29001897332982,16.34444444,"14-17","BA",10,5,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",75,30,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",10,30,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",90,20,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",75,100,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",75,5,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",75,40,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",90,40,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",25,30,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",25,40,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",25,20,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",10,40,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",50,50,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",50,30,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",50,5,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",90,50,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",10,10,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",90,30,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",90,5,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",50,20,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",75,10,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",25,10,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",25,100,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",25,5,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",50,40,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",90,10,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",75,50,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",50,100,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",10,50,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",25,50,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",75,20,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",50,10,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",10,20,"certain","4"
1.29001897332982,16.34444444,"14-17","BA",90,100,"chance","4"
1.29001897332982,16.34444444,"14-17","BA",10,100,"chance","4"
0.544478368506351,13.17222222,"13-Dec","BA",75,100,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",90,20,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",50,40,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",10,5,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",50,20,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",25,5,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",25,30,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",25,40,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",75,5,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",10,30,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",90,5,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",90,40,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",25,20,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",50,30,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",75,30,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",75,40,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",50,50,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",75,10,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",90,50,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",10,50,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",90,30,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",90,100,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",50,5,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",75,50,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",90,10,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",50,100,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",10,40,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",25,50,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",25,10,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",25,100,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",10,20,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",10,10,"certain","5"
0.544478368506351,13.17222222,"13-Dec","BA",10,100,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",75,20,"chance","5"
0.544478368506351,13.17222222,"13-Dec","BA",50,10,"chance","5"
0.407877270967747,12.98333333,"13-Dec","BA",25,20,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",90,20,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",75,100,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",10,5,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",90,50,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",50,50,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",50,5,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",10,30,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",25,5,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",90,40,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",25,100,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",25,10,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",25,50,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",75,40,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",50,10,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",50,30,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",25,40,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",90,5,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",90,30,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",10,20,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",50,40,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",75,30,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",75,5,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",50,100,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",10,40,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",75,50,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",75,20,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",10,100,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",50,20,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",10,50,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",25,30,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",10,10,"certain","6"
0.407877270967747,12.98333333,"13-Dec","BA",75,10,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",90,100,"chance","6"
0.407877270967747,12.98333333,"13-Dec","BA",90,10,"chance","6"
0.656058694437703,15.01666667,"14-17","BA",25,5,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",75,50,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",90,20,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",25,30,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",75,10,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",75,5,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",50,50,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",25,10,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",90,5,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",75,20,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",50,40,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",25,40,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",10,100,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",10,50,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",25,100,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",25,50,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",50,20,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",90,100,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",50,100,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",75,40,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",90,50,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",75,100,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",10,10,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",75,30,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",10,40,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",50,10,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",90,10,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",50,5,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",10,5,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",90,40,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",25,20,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",50,30,"certain","7"
0.656058694437703,15.01666667,"14-17","BA",10,20,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",10,30,"chance","7"
0.656058694437703,15.01666667,"14-17","BA",90,30,"certain","7"
0.48919240615934,15.24722222,"14-17","BA",75,40,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",50,50,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",25,5,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",25,10,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",25,20,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",25,30,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",25,100,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",50,40,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",50,100,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",25,50,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",75,10,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",75,50,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",75,100,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",50,30,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",10,50,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",75,30,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",75,5,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",10,5,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",90,100,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",90,5,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",50,10,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",90,20,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",90,40,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",50,5,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",10,10,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",90,30,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",50,20,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",10,100,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",10,40,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",25,40,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",10,20,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",90,50,"chance","8"
0.48919240615934,15.24722222,"14-17","BA",75,20,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",90,10,"certain","8"
0.48919240615934,15.24722222,"14-17","BA",10,30,"chance","8"
0.219630677274688,15.37222222,"14-17","BA",25,5,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",75,10,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",50,40,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",90,20,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",75,50,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",75,30,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",75,40,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",25,100,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",25,50,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",10,40,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",50,50,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",25,20,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",10,10,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",75,100,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",75,20,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",25,10,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",50,20,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",25,30,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",10,100,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",10,50,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",75,5,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",90,5,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",90,10,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",50,5,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",90,50,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",25,40,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",90,30,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",90,100,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",50,100,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",50,30,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",50,10,"certain","9"
0.219630677274688,15.37222222,"14-17","BA",10,5,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",90,40,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",10,30,"chance","9"
0.219630677274688,15.37222222,"14-17","BA",10,20,"chance","9"
0.176140226183966,15.43888889,"14-17","BA",75,30,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",25,5,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",75,100,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",75,5,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",10,10,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",25,20,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",50,40,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",75,20,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",50,50,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",50,5,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",75,40,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",10,40,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",90,20,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",10,5,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",90,30,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",50,20,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",50,30,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",75,10,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",10,50,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",25,100,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",50,100,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",90,100,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",90,50,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",90,5,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",25,30,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",90,40,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",25,10,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",10,20,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",10,100,"chance","10"
0.176140226183966,15.43888889,"14-17","BA",90,10,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",25,50,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",50,10,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",75,50,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",25,40,"certain","10"
0.176140226183966,15.43888889,"14-17","BA",10,30,"chance","10"
0.278288660343504,15.975,"14-17","BA",25,20,"chance","11"
0.278288660343504,15.975,"14-17","BA",50,40,"chance","11"
0.278288660343504,15.975,"14-17","BA",75,20,"chance","11"
0.278288660343504,15.975,"14-17","BA",50,20,"chance","11"
0.278288660343504,15.975,"14-17","BA",10,10,"chance","11"
0.278288660343504,15.975,"14-17","BA",75,100,"certain","11"
0.278288660343504,15.975,"14-17","BA",90,30,"chance","11"
0.278288660343504,15.975,"14-17","BA",90,40,"chance","11"
0.278288660343504,15.975,"14-17","BA",10,50,"certain","11"
0.278288660343504,15.975,"14-17","BA",90,50,"certain","11"
0.278288660343504,15.975,"14-17","BA",25,30,"chance","11"
0.278288660343504,15.975,"14-17","BA",10,100,"certain","11"
0.278288660343504,15.975,"14-17","BA",50,50,"certain","11"
0.278288660343504,15.975,"14-17","BA",50,30,"chance","11"
0.278288660343504,15.975,"14-17","BA",75,10,"certain","11"
0.278288660343504,15.975,"14-17","BA",25,10,"certain","11"
0.278288660343504,15.975,"14-17","BA",10,30,"chance","11"
0.278288660343504,15.975,"14-17","BA",75,5,"chance","11"
0.278288660343504,15.975,"14-17","BA",10,5,"certain","11"
0.278288660343504,15.975,"14-17","BA",25,5,"certain","11"
0.278288660343504,15.975,"14-17","BA",90,10,"chance","11"
0.278288660343504,15.975,"14-17","BA",75,40,"certain","11"
0.278288660343504,15.975,"14-17","BA",50,5,"chance","11"
0.278288660343504,15.975,"14-17","BA",10,40,"chance","11"
0.278288660343504,15.975,"14-17","BA",75,30,"certain","11"
0.278288660343504,15.975,"14-17","BA",90,20,"certain","11"
0.278288660343504,15.975,"14-17","BA",50,100,"certain","11"
0.278288660343504,15.975,"14-17","BA",25,50,"chance","11"
0.278288660343504,15.975,"14-17","BA",90,5,"chance","11"
0.278288660343504,15.975,"14-17","BA",75,50,"chance","11"
0.278288660343504,15.975,"14-17","BA",25,100,"certain","11"
0.278288660343504,15.975,"14-17","BA",50,10,"chance","11"
0.278288660343504,15.975,"14-17","BA",25,40,"chance","11"
0.278288660343504,15.975,"14-17","BA",90,100,"chance","11"
0.278288660343504,15.975,"14-17","BA",10,20,"certain","11"
0.671084984521553,16.13055556,"14-17","BA",25,100,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",75,10,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",25,20,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",50,40,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",75,40,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",90,5,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",50,20,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",75,50,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",75,20,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",10,10,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",75,5,"certain","12"
0.671084984521553,16.13055556,"14-17","BA",50,100,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",25,50,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",50,50,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",75,100,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",10,100,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",50,5,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",25,30,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",25,5,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",90,20,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",90,30,"certain","12"
0.671084984521553,16.13055556,"14-17","BA",10,5,"certain","12"
0.671084984521553,16.13055556,"14-17","BA",10,40,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",10,20,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",25,10,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",90,50,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",10,30,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",10,50,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",75,30,"chance","12"
0.671084984521553,16.13055556,"14-17","BA",90,40,"chance","12"
