"","SID","age","Age_Category","Condition","Chance","Amount","response_self"
"42","YF004",12.20555556,"13-Dec","FP",75,30,"chance"
"43","YF004",12.20555556,"13-Dec","FP",90,50,"chance"
"44","YF004",12.20555556,"13-Dec","FP",90,5,"chance"
"45","YF004",12.20555556,"13-Dec","FP",25,100,"certain"
"46","YF004",12.20555556,"13-Dec","FP",50,20,"chance"
"47","YF004",12.20555556,"13-Dec","FP",10,10,"certain"
"48","YF004",12.20555556,"13-Dec","FP",25,10,"certain"
"49","YF004",12.20555556,"13-Dec","FP",75,10,"chance"
"50","YF004",12.20555556,"13-Dec","FP",75,50,"chance"
"51","YF004",12.20555556,"13-Dec","FP",25,40,"certain"
"52","YF004",12.20555556,"13-Dec","FP",50,100,"chance"
"53","YF004",12.20555556,"13-Dec","FP",10,50,"certain"
"54","YF004",12.20555556,"13-Dec","FP",10,40,"certain"
"55","YF004",12.20555556,"13-Dec","FP",25,20,"certain"
"56","YF004",12.20555556,"13-Dec","FP",50,50,"chance"
"57","YF004",12.20555556,"13-Dec","FP",90,30,"chance"
"58","YF004",12.20555556,"13-Dec","FP",90,100,"chance"
"59","YF004",12.20555556,"13-Dec","FP",90,40,"chance"
"60","YF004",12.20555556,"13-Dec","FP",90,20,"chance"
"61","YF004",12.20555556,"13-Dec","FP",25,30,"certain"
"62","YF004",12.20555556,"13-Dec","FP",10,5,"certain"
"63","YF004",12.20555556,"13-Dec","FP",10,20,"certain"
"64","YF004",12.20555556,"13-Dec","FP",75,20,"chance"
"65","YF004",12.20555556,"13-Dec","FP",10,30,"certain"
"66","YF004",12.20555556,"13-Dec","FP",75,5,"certain"
"67","YF004",12.20555556,"13-Dec","FP",50,40,"chance"
"68","YF004",12.20555556,"13-Dec","FP",50,10,"certain"
"69","YF004",12.20555556,"13-Dec","FP",90,10,"chance"
"70","YF004",12.20555556,"13-Dec","FP",25,50,"certain"
"71","YF005",16.44166667,"14-17","FP",90,5,"certain"
"72","YF005",16.44166667,"14-17","FP",50,100,"certain"
"73","YF005",16.44166667,"14-17","FP",75,40,"chance"
"74","YF005",16.44166667,"14-17","FP",10,5,"certain"
"75","YF005",16.44166667,"14-17","FP",10,20,"certain"
"76","YF005",16.44166667,"14-17","FP",10,10,"certain"
"77","YF005",16.44166667,"14-17","FP",50,10,"certain"
"78","YF005",16.44166667,"14-17","FP",50,20,"certain"
"79","YF005",16.44166667,"14-17","FP",25,5,"certain"
"80","YF005",16.44166667,"14-17","FP",90,20,"chance"
"81","YF005",16.44166667,"14-17","FP",10,40,"certain"
"82","YF005",16.44166667,"14-17","FP",75,100,"chance"
"83","YF005",16.44166667,"14-17","FP",50,40,"certain"
"84","YF005",16.44166667,"14-17","FP",90,50,"chance"
"85","YF005",16.44166667,"14-17","FP",25,20,"certain"
"86","YF005",16.44166667,"14-17","FP",75,20,"chance"
"87","YF005",16.44166667,"14-17","FP",75,50,"certain"
"88","YF005",16.44166667,"14-17","FP",10,30,"certain"
"89","YF005",16.44166667,"14-17","FP",90,10,"chance"
"90","YF005",16.44166667,"14-17","FP",10,50,"certain"
"91","YF005",16.44166667,"14-17","FP",50,5,"certain"
"92","YF005",16.44166667,"14-17","FP",50,30,"certain"
"93","YF005",16.44166667,"14-17","FP",90,40,"certain"
"94","YF005",16.44166667,"14-17","FP",25,40,"certain"
"95","YF005",16.44166667,"14-17","FP",25,50,"certain"
"96","YF005",16.44166667,"14-17","FP",75,10,"certain"
"97","YF005",16.44166667,"14-17","FP",25,30,"certain"
"98","YF005",16.44166667,"14-17","FP",50,50,"chance"
"99","YF005",16.44166667,"14-17","FP",90,30,"chance"
"100","YF005",16.44166667,"14-17","FP",90,100,"chance"
"101","YF005",16.44166667,"14-17","FP",10,100,"certain"
"102","YF005",16.44166667,"14-17","FP",25,10,"certain"
"103","YF005",16.44166667,"14-17","FP",75,30,"chance"
"104","YF005",16.44166667,"14-17","FP",25,100,"certain"
"105","YF005",16.44166667,"14-17","FP",75,5,"certain"
"106","YF006",16.34444444,"14-17","FP",90,5,"certain"
"107","YF006",16.34444444,"14-17","FP",10,100,"chance"
"108","YF006",16.34444444,"14-17","FP",10,30,"certain"
"109","YF006",16.34444444,"14-17","FP",10,40,"chance"
"110","YF006",16.34444444,"14-17","FP",50,30,"chance"
"111","YF006",16.34444444,"14-17","FP",10,5,"certain"
"112","YF006",16.34444444,"14-17","FP",50,40,"chance"
"113","YF006",16.34444444,"14-17","FP",90,20,"chance"
"114","YF006",16.34444444,"14-17","FP",25,10,"chance"
"115","YF006",16.34444444,"14-17","FP",50,100,"chance"
"116","YF006",16.34444444,"14-17","FP",75,50,"chance"
"117","YF006",16.34444444,"14-17","FP",10,20,"certain"
"118","YF006",16.34444444,"14-17","FP",50,50,"chance"
"119","YF006",16.34444444,"14-17","FP",90,30,"chance"
"120","YF006",16.34444444,"14-17","FP",90,40,"chance"
"121","YF006",16.34444444,"14-17","FP",25,5,"certain"
"122","YF006",16.34444444,"14-17","FP",25,40,"chance"
"123","YF006",16.34444444,"14-17","FP",25,100,"chance"
"124","YF006",16.34444444,"14-17","FP",90,50,"chance"
"125","YF006",16.34444444,"14-17","FP",10,10,"certain"
"126","YF006",16.34444444,"14-17","FP",25,50,"chance"
"127","YF006",16.34444444,"14-17","FP",90,10,"chance"
"128","YF006",16.34444444,"14-17","FP",90,100,"chance"
"129","YF006",16.34444444,"14-17","FP",75,10,"chance"
"130","YF006",16.34444444,"14-17","FP",75,40,"chance"
"131","YF006",16.34444444,"14-17","FP",50,5,"certain"
"132","YF006",16.34444444,"14-17","FP",75,20,"chance"
"133","YF006",16.34444444,"14-17","FP",50,20,"chance"
"134","YF006",16.34444444,"14-17","FP",10,50,"chance"
"135","YF006",16.34444444,"14-17","FP",75,100,"chance"
"136","YF006",16.34444444,"14-17","FP",75,30,"chance"
"137","YF006",16.34444444,"14-17","FP",50,10,"chance"
"138","YF006",16.34444444,"14-17","FP",25,20,"chance"
"139","YF006",16.34444444,"14-17","FP",75,5,"certain"
"140","YF006",16.34444444,"14-17","FP",25,30,"chance"
"141","YF007",13.17222222,"13-Dec","FP",25,40,"certain"
"142","YF007",13.17222222,"13-Dec","FP",25,30,"certain"
"143","YF007",13.17222222,"13-Dec","FP",75,30,"chance"
"144","YF007",13.17222222,"13-Dec","FP",50,20,"chance"
"145","YF007",13.17222222,"13-Dec","FP",25,10,"certain"
"146","YF007",13.17222222,"13-Dec","FP",50,40,"chance"
"147","YF007",13.17222222,"13-Dec","FP",90,50,"chance"
"148","YF007",13.17222222,"13-Dec","FP",25,20,"certain"
"149","YF007",13.17222222,"13-Dec","FP",10,100,"certain"
"150","YF007",13.17222222,"13-Dec","FP",90,20,"chance"
"151","YF007",13.17222222,"13-Dec","FP",25,5,"certain"
"152","YF007",13.17222222,"13-Dec","FP",75,40,"chance"
"153","YF007",13.17222222,"13-Dec","FP",50,10,"certain"
"154","YF007",13.17222222,"13-Dec","FP",10,40,"certain"
"155","YF007",13.17222222,"13-Dec","FP",10,30,"certain"
"156","YF007",13.17222222,"13-Dec","FP",50,30,"chance"
"157","YF007",13.17222222,"13-Dec","FP",75,10,"certain"
"158","YF007",13.17222222,"13-Dec","FP",90,30,"chance"
"159","YF007",13.17222222,"13-Dec","FP",50,100,"chance"
"160","YF007",13.17222222,"13-Dec","FP",50,5,"certain"
"161","YF007",13.17222222,"13-Dec","FP",75,20,"certain"
"162","YF007",13.17222222,"13-Dec","FP",10,20,"certain"
"163","YF007",13.17222222,"13-Dec","FP",10,5,"certain"
"164","YF007",13.17222222,"13-Dec","FP",10,50,"certain"
"165","YF007",13.17222222,"13-Dec","FP",90,5,"certain"
"166","YF007",13.17222222,"13-Dec","FP",75,100,"chance"
"167","YF007",13.17222222,"13-Dec","FP",50,50,"chance"
"168","YF007",13.17222222,"13-Dec","FP",90,40,"chance"
"169","YF007",13.17222222,"13-Dec","FP",75,50,"chance"
"170","YF007",13.17222222,"13-Dec","FP",90,100,"chance"
"171","YF007",13.17222222,"13-Dec","FP",25,100,"chance"
"172","YF007",13.17222222,"13-Dec","FP",10,10,"certain"
"173","YF007",13.17222222,"13-Dec","FP",25,50,"chance"
"174","YF007",13.17222222,"13-Dec","FP",90,10,"chance"
"175","YF007",13.17222222,"13-Dec","FP",75,5,"certain"
"176","YF008",12.98333333,"13-Dec","FP",25,10,"certain"
"177","YF008",12.98333333,"13-Dec","FP",10,100,"chance"
"178","YF008",12.98333333,"13-Dec","FP",10,20,"certain"
"179","YF008",12.98333333,"13-Dec","FP",75,30,"chance"
"180","YF008",12.98333333,"13-Dec","FP",25,5,"certain"
"181","YF008",12.98333333,"13-Dec","FP",50,20,"certain"
"182","YF008",12.98333333,"13-Dec","FP",25,30,"certain"
"183","YF008",12.98333333,"13-Dec","FP",75,100,"chance"
"184","YF008",12.98333333,"13-Dec","FP",90,40,"chance"
"185","YF008",12.98333333,"13-Dec","FP",90,30,"chance"
"186","YF008",12.98333333,"13-Dec","FP",50,10,"certain"
"187","YF008",12.98333333,"13-Dec","FP",50,50,"chance"
"188","YF008",12.98333333,"13-Dec","FP",75,20,"chance"
"189","YF008",12.98333333,"13-Dec","FP",90,50,"chance"
"190","YF008",12.98333333,"13-Dec","FP",50,5,"certain"
"191","YF008",12.98333333,"13-Dec","FP",50,30,"certain"
"192","YF008",12.98333333,"13-Dec","FP",75,10,"certain"
"193","YF008",12.98333333,"13-Dec","FP",10,10,"certain"
"194","YF008",12.98333333,"13-Dec","FP",25,100,"certain"
"195","YF008",12.98333333,"13-Dec","FP",10,5,"certain"
"196","YF008",12.98333333,"13-Dec","FP",90,10,"chance"
"197","YF008",12.98333333,"13-Dec","FP",75,50,"chance"
"198","YF008",12.98333333,"13-Dec","FP",50,40,"chance"
"199","YF008",12.98333333,"13-Dec","FP",90,100,"chance"
"200","YF008",12.98333333,"13-Dec","FP",10,50,"certain"
"201","YF008",12.98333333,"13-Dec","FP",25,20,"certain"
"202","YF008",12.98333333,"13-Dec","FP",90,20,"chance"
"203","YF008",12.98333333,"13-Dec","FP",10,30,"certain"
"204","YF008",12.98333333,"13-Dec","FP",10,40,"certain"
"205","YF008",12.98333333,"13-Dec","FP",50,100,"chance"
"206","YF008",12.98333333,"13-Dec","FP",90,5,"certain"
"207","YF008",12.98333333,"13-Dec","FP",75,5,"certain"
"208","YF008",12.98333333,"13-Dec","FP",25,50,"certain"
"209","YF008",12.98333333,"13-Dec","FP",75,40,"chance"
"210","YF008",12.98333333,"13-Dec","FP",25,40,"certain"
"211","YF009",15.01666667,"14-17","FP",10,10,"certain"
"212","YF009",15.01666667,"14-17","FP",10,40,"certain"
"213","YF009",15.01666667,"14-17","FP",50,100,"chance"
"214","YF009",15.01666667,"14-17","FP",10,30,"certain"
"215","YF009",15.01666667,"14-17","FP",10,5,"certain"
"216","YF009",15.01666667,"14-17","FP",90,5,"certain"
"217","YF009",15.01666667,"14-17","FP",10,100,"chance"
"218","YF009",15.01666667,"14-17","FP",25,50,"chance"
"219","YF009",15.01666667,"14-17","FP",75,50,"chance"
"220","YF009",15.01666667,"14-17","FP",75,20,"chance"
"221","YF009",15.01666667,"14-17","FP",50,40,"chance"
"222","YF009",15.01666667,"14-17","FP",50,20,"certain"
"223","YF009",15.01666667,"14-17","FP",90,30,"chance"
"224","YF009",15.01666667,"14-17","FP",25,20,"certain"
"225","YF009",15.01666667,"14-17","FP",75,100,"chance"
"226","YF009",15.01666667,"14-17","FP",10,20,"certain"
"227","YF009",15.01666667,"14-17","FP",50,5,"certain"
"228","YF009",15.01666667,"14-17","FP",50,10,"chance"
"229","YF009",15.01666667,"14-17","FP",25,10,"certain"
"230","YF009",15.01666667,"14-17","FP",90,10,"chance"
"231","YF009",15.01666667,"14-17","FP",90,50,"chance"
"232","YF009",15.01666667,"14-17","FP",90,100,"chance"
"233","YF009",15.01666667,"14-17","FP",50,50,"chance"
"234","YF009",15.01666667,"14-17","FP",10,50,"certain"
"235","YF009",15.01666667,"14-17","FP",90,40,"chance"
"236","YF009",15.01666667,"14-17","FP",50,30,"chance"
"237","YF009",15.01666667,"14-17","FP",75,10,"certain"
"238","YF009",15.01666667,"14-17","FP",25,30,"certain"
"239","YF009",15.01666667,"14-17","FP",25,5,"certain"
"240","YF009",15.01666667,"14-17","FP",75,30,"chance"
"241","YF009",15.01666667,"14-17","FP",75,40,"chance"
"242","YF009",15.01666667,"14-17","FP",90,20,"chance"
"243","YF009",15.01666667,"14-17","FP",25,100,"chance"
"244","YF009",15.01666667,"14-17","FP",75,5,"certain"
"245","YF009",15.01666667,"14-17","FP",25,40,"certain"
"246","YF010",15.24722222,"14-17","FP",10,100,"certain"
"247","YF010",15.24722222,"14-17","FP",50,30,"certain"
"248","YF010",15.24722222,"14-17","FP",50,40,"certain"
"249","YF010",15.24722222,"14-17","FP",10,30,"certain"
"250","YF010",15.24722222,"14-17","FP",90,40,"chance"
"251","YF010",15.24722222,"14-17","FP",25,10,"certain"
"252","YF010",15.24722222,"14-17","FP",10,5,"certain"
"253","YF010",15.24722222,"14-17","FP",50,100,"chance"
"254","YF010",15.24722222,"14-17","FP",90,5,"certain"
"255","YF010",15.24722222,"14-17","FP",10,40,"certain"
"256","YF010",15.24722222,"14-17","FP",90,100,"chance"
"257","YF010",15.24722222,"14-17","FP",10,10,"certain"
"258","YF010",15.24722222,"14-17","FP",75,50,"chance"
"259","YF010",15.24722222,"14-17","FP",50,5,"certain"
"260","YF010",15.24722222,"14-17","FP",50,50,"chance"
"261","YF010",15.24722222,"14-17","FP",90,50,"chance"
"262","YF010",15.24722222,"14-17","FP",25,40,"chance"
"263","YF010",15.24722222,"14-17","FP",25,50,"chance"
"264","YF010",15.24722222,"14-17","FP",75,20,"chance"
"265","YF010",15.24722222,"14-17","FP",75,40,"chance"
"266","YF010",15.24722222,"14-17","FP",75,100,"chance"
"267","YF010",15.24722222,"14-17","FP",10,50,"certain"
"268","YF010",15.24722222,"14-17","FP",50,20,"certain"
"269","YF010",15.24722222,"14-17","FP",25,20,"certain"
"270","YF010",15.24722222,"14-17","FP",10,20,"certain"
"271","YF010",15.24722222,"14-17","FP",90,30,"chance"
"272","YF010",15.24722222,"14-17","FP",25,30,"certain"
"273","YF010",15.24722222,"14-17","FP",90,10,"chance"
"274","YF010",15.24722222,"14-17","FP",90,20,"chance"
"275","YF010",15.24722222,"14-17","FP",50,10,"certain"
"276","YF010",15.24722222,"14-17","FP",75,10,"chance"
"277","YF010",15.24722222,"14-17","FP",25,5,"certain"
"278","YF010",15.24722222,"14-17","FP",75,5,"certain"
"279","YF010",15.24722222,"14-17","FP",75,30,"chance"
"280","YF010",15.24722222,"14-17","FP",25,100,"chance"
"281","YF011",15.37222222,"14-17","FP",10,20,"certain"
"282","YF011",15.37222222,"14-17","FP",50,20,"certain"
"283","YF011",15.37222222,"14-17","FP",50,40,"certain"
"284","YF011",15.37222222,"14-17","FP",25,5,"certain"
"285","YF011",15.37222222,"14-17","FP",25,30,"certain"
"286","YF011",15.37222222,"14-17","FP",75,40,"chance"
"287","YF011",15.37222222,"14-17","FP",75,30,"certain"
"288","YF011",15.37222222,"14-17","FP",10,5,"certain"
"289","YF011",15.37222222,"14-17","FP",75,5,"certain"
"290","YF011",15.37222222,"14-17","FP",90,40,"chance"
"291","YF011",15.37222222,"14-17","FP",75,100,"chance"
"292","YF011",15.37222222,"14-17","FP",50,5,"certain"
"293","YF011",15.37222222,"14-17","FP",75,50,"chance"
"294","YF011",15.37222222,"14-17","FP",25,40,"certain"
"295","YF011",15.37222222,"14-17","FP",10,50,"certain"
"296","YF011",15.37222222,"14-17","FP",90,100,"chance"
"297","YF011",15.37222222,"14-17","FP",90,5,"certain"
"298","YF011",15.37222222,"14-17","FP",10,100,"certain"
"299","YF011",15.37222222,"14-17","FP",90,50,"chance"
"300","YF011",15.37222222,"14-17","FP",10,40,"certain"
"301","YF011",15.37222222,"14-17","FP",25,50,"certain"
"302","YF011",15.37222222,"14-17","FP",25,20,"certain"
"303","YF011",15.37222222,"14-17","FP",25,100,"certain"
"304","YF011",15.37222222,"14-17","FP",25,10,"certain"
"305","YF011",15.37222222,"14-17","FP",75,10,"chance"
"306","YF011",15.37222222,"14-17","FP",90,10,"chance"
"307","YF011",15.37222222,"14-17","FP",90,20,"chance"
"308","YF011",15.37222222,"14-17","FP",10,10,"certain"
"309","YF011",15.37222222,"14-17","FP",90,30,"chance"
"310","YF011",15.37222222,"14-17","FP",50,10,"chance"
"311","YF011",15.37222222,"14-17","FP",50,30,"certain"
"312","YF011",15.37222222,"14-17","FP",75,20,"chance"
"313","YF011",15.37222222,"14-17","FP",50,50,"certain"
"314","YF011",15.37222222,"14-17","FP",50,100,"certain"
"315","YF011",15.37222222,"14-17","FP",10,30,"certain"
"316","YF012",15.43888889,"14-17","FP",50,20,"certain"
"317","YF012",15.43888889,"14-17","FP",10,100,"certain"
"318","YF012",15.43888889,"14-17","FP",10,20,"certain"
"319","YF012",15.43888889,"14-17","FP",10,40,"certain"
"320","YF012",15.43888889,"14-17","FP",75,5,"certain"
"321","YF012",15.43888889,"14-17","FP",25,30,"certain"
"322","YF012",15.43888889,"14-17","FP",50,10,"certain"
"323","YF012",15.43888889,"14-17","FP",50,50,"certain"
"324","YF012",15.43888889,"14-17","FP",90,20,"chance"
"325","YF012",15.43888889,"14-17","FP",25,10,"certain"
"326","YF012",15.43888889,"14-17","FP",25,5,"certain"
"327","YF012",15.43888889,"14-17","FP",75,50,"chance"
"328","YF012",15.43888889,"14-17","FP",25,50,"certain"
"329","YF012",15.43888889,"14-17","FP",50,100,"certain"
"330","YF012",15.43888889,"14-17","FP",50,5,"certain"
"331","YF012",15.43888889,"14-17","FP",90,50,"chance"
"332","YF012",15.43888889,"14-17","FP",10,50,"certain"
"333","YF012",15.43888889,"14-17","FP",75,20,"certain"
"334","YF012",15.43888889,"14-17","FP",90,5,"certain"
"335","YF012",15.43888889,"14-17","FP",75,100,"chance"
"336","YF012",15.43888889,"14-17","FP",90,30,"chance"
"337","YF012",15.43888889,"14-17","FP",50,30,"certain"
"338","YF012",15.43888889,"14-17","FP",90,100,"chance"
"339","YF012",15.43888889,"14-17","FP",75,30,"certain"
"340","YF012",15.43888889,"14-17","FP",90,10,"chance"
"341","YF012",15.43888889,"14-17","FP",75,10,"certain"
"342","YF012",15.43888889,"14-17","FP",75,40,"chance"
"343","YF012",15.43888889,"14-17","FP",10,5,"certain"
"344","YF012",15.43888889,"14-17","FP",25,20,"certain"
"345","YF012",15.43888889,"14-17","FP",10,10,"certain"
"346","YF012",15.43888889,"14-17","FP",90,40,"chance"
"347","YF012",15.43888889,"14-17","FP",25,100,"certain"
"348","YF012",15.43888889,"14-17","FP",25,40,"certain"
"349","YF012",15.43888889,"14-17","FP",50,40,"certain"
"350","YF012",15.43888889,"14-17","FP",10,30,"certain"
"351","YF013",15.975,"14-17","FP",10,5,"certain"
"352","YF013",15.975,"14-17","FP",10,30,"certain"
"353","YF013",15.975,"14-17","FP",50,100,"chance"
"354","YF013",15.975,"14-17","FP",10,100,"certain"
"355","YF013",15.975,"14-17","FP",25,5,"certain"
"356","YF013",15.975,"14-17","FP",75,20,"certain"
"357","YF013",15.975,"14-17","FP",90,30,"chance"
"358","YF013",15.975,"14-17","FP",75,50,"chance"
"359","YF013",15.975,"14-17","FP",90,10,"chance"
"360","YF013",15.975,"14-17","FP",10,50,"certain"
"361","YF013",15.975,"14-17","FP",50,30,"certain"
"362","YF013",15.975,"14-17","FP",90,20,"chance"
"363","YF013",15.975,"14-17","FP",90,100,"chance"
"364","YF013",15.975,"14-17","FP",25,50,"certain"
"365","YF013",15.975,"14-17","FP",75,30,"chance"
"366","YF013",15.975,"14-17","FP",75,100,"chance"
"367","YF013",15.975,"14-17","FP",10,10,"certain"
"368","YF013",15.975,"14-17","FP",90,5,"certain"
"369","YF013",15.975,"14-17","FP",10,40,"certain"
"370","YF013",15.975,"14-17","FP",10,20,"certain"
"371","YF013",15.975,"14-17","FP",50,10,"certain"
"372","YF013",15.975,"14-17","FP",50,5,"certain"
"373","YF013",15.975,"14-17","FP",50,40,"chance"
"374","YF013",15.975,"14-17","FP",50,50,"certain"
"375","YF013",15.975,"14-17","FP",90,40,"chance"
"376","YF013",15.975,"14-17","FP",25,30,"certain"
"377","YF013",15.975,"14-17","FP",25,20,"certain"
"378","YF013",15.975,"14-17","FP",25,40,"certain"
"379","YF013",15.975,"14-17","FP",75,40,"chance"
"380","YF013",15.975,"14-17","FP",75,10,"certain"
"381","YF013",15.975,"14-17","FP",50,20,"certain"
"382","YF013",15.975,"14-17","FP",25,100,"certain"
"383","YF013",15.975,"14-17","FP",75,5,"certain"
"384","YF013",15.975,"14-17","FP",90,50,"chance"
"385","YF013",15.975,"14-17","FP",25,10,"certain"
"386","YF014",16.13055556,"14-17","FP",10,40,"certain"
"387","YF014",16.13055556,"14-17","FP",90,30,"chance"
"388","YF014",16.13055556,"14-17","FP",10,20,"certain"
"389","YF014",16.13055556,"14-17","FP",75,5,"certain"
"390","YF014",16.13055556,"14-17","FP",50,50,"chance"
"391","YF014",16.13055556,"14-17","FP",75,100,"chance"
"392","YF014",16.13055556,"14-17","FP",50,20,"chance"
"393","YF014",16.13055556,"14-17","FP",25,30,"chance"
"394","YF014",16.13055556,"14-17","FP",90,5,"certain"
"395","YF014",16.13055556,"14-17","FP",75,10,"chance"
"396","YF014",16.13055556,"14-17","FP",25,100,"chance"
"397","YF014",16.13055556,"14-17","FP",25,10,"certain"
"398","YF014",16.13055556,"14-17","FP",90,20,"chance"
"399","YF014",16.13055556,"14-17","FP",75,50,"chance"
"400","YF014",16.13055556,"14-17","FP",75,20,"chance"
"401","YF014",16.13055556,"14-17","FP",10,100,"certain"
"402","YF014",16.13055556,"14-17","FP",25,40,"chance"
"403","YF014",16.13055556,"14-17","FP",10,10,"certain"
"404","YF014",16.13055556,"14-17","FP",10,5,"certain"
"405","YF014",16.13055556,"14-17","FP",90,100,"chance"
"406","YF014",16.13055556,"14-17","FP",50,5,"certain"
"407","YF014",16.13055556,"14-17","FP",90,40,"chance"
"408","YF014",16.13055556,"14-17","FP",10,30,"certain"
"409","YF014",16.13055556,"14-17","FP",50,100,"chance"
"410","YF014",16.13055556,"14-17","FP",25,5,"certain"
"411","YF014",16.13055556,"14-17","FP",50,10,"certain"
"412","YF014",16.13055556,"14-17","FP",90,10,"chance"
"413","YF014",16.13055556,"14-17","FP",90,50,"chance"
"414","YF014",16.13055556,"14-17","FP",25,20,"certain"
"415","YF014",16.13055556,"14-17","FP",50,40,"chance"
"416","YF014",16.13055556,"14-17","FP",25,50,"certain"
"417","YF014",16.13055556,"14-17","FP",75,30,"chance"
"418","YF014",16.13055556,"14-17","FP",75,40,"chance"
"419","YF014",16.13055556,"14-17","FP",50,30,"chance"
"420","YF014",16.13055556,"14-17","FP",10,50,"certain"
"421","YF015",13.64444444,"13-Dec","FP",90,40,"chance"
"422","YF015",13.64444444,"13-Dec","FP",50,100,"chance"
"423","YF015",13.64444444,"13-Dec","FP",10,30,"certain"
"424","YF015",13.64444444,"13-Dec","FP",50,30,"chance"
"425","YF015",13.64444444,"13-Dec","FP",10,50,"certain"
"426","YF015",13.64444444,"13-Dec","FP",90,50,"chance"
"427","YF015",13.64444444,"13-Dec","FP",90,100,"chance"
"428","YF015",13.64444444,"13-Dec","FP",25,50,"chance"
"429","YF015",13.64444444,"13-Dec","FP",10,100,"chance"
"430","YF015",13.64444444,"13-Dec","FP",50,40,"chance"
"431","YF015",13.64444444,"13-Dec","FP",10,20,"certain"
"432","YF015",13.64444444,"13-Dec","FP",90,20,"chance"
"433","YF015",13.64444444,"13-Dec","FP",90,10,"chance"
"434","YF015",13.64444444,"13-Dec","FP",75,20,"chance"
"435","YF015",13.64444444,"13-Dec","FP",75,40,"chance"
"436","YF015",13.64444444,"13-Dec","FP",10,10,"certain"
"437","YF015",13.64444444,"13-Dec","FP",10,40,"certain"
"438","YF015",13.64444444,"13-Dec","FP",50,10,"certain"
"439","YF015",13.64444444,"13-Dec","FP",75,100,"chance"
"440","YF015",13.64444444,"13-Dec","FP",90,30,"chance"
"441","YF015",13.64444444,"13-Dec","FP",75,50,"chance"
"442","YF015",13.64444444,"13-Dec","FP",75,30,"certain"
"443","YF015",13.64444444,"13-Dec","FP",75,10,"certain"
"444","YF015",13.64444444,"13-Dec","FP",50,20,"chance"
"445","YF015",13.64444444,"13-Dec","FP",10,5,"certain"
"446","YF015",13.64444444,"13-Dec","FP",50,5,"certain"
"447","YF015",13.64444444,"13-Dec","FP",25,10,"certain"
"448","YF015",13.64444444,"13-Dec","FP",25,20,"chance"
"449","YF015",13.64444444,"13-Dec","FP",75,5,"certain"
"450","YF015",13.64444444,"13-Dec","FP",25,30,"certain"
"451","YF015",13.64444444,"13-Dec","FP",25,100,"chance"
"452","YF015",13.64444444,"13-Dec","FP",50,50,"chance"
"453","YF015",13.64444444,"13-Dec","FP",25,40,"certain"
"454","YF015",13.64444444,"13-Dec","FP",25,5,"certain"
"455","YF015",13.64444444,"13-Dec","FP",90,5,"certain"
