"","SID","Alpha","X","age","friend","friendSelectedResponse","viewing_status","collabtype","Chance","Amount","response_self"
"56","YF006",1.29001897332982,56,16.34444444,"YF005","certain","private","DesiredAntagonistic",75,30,"chance"
"57","YF006",1.29001897332982,57,16.34444444,"YF005","certain","private","DesiredAntagonistic",25,50,"chance"
"58","YF006",1.29001897332982,58,16.34444444,"YF005","chance","private","DesiredAntagonistic",25,20,"certain"
"59","YF006",1.29001897332982,59,16.34444444,"YF005","certain","private","DesiredAntagonistic",90,100,"chance"
"60","YF006",1.29001897332982,60,16.34444444,"YF005","certain","private","DesiredAntagonistic",10,10,"certain"
"61","YF006",1.29001897332982,61,16.34444444,"YF005","chance","private","DesiredAntagonistic",50,10,"certain"
"62","YF006",1.29001897332982,62,16.34444444,"YF005","certain","private","DesiredAntagonistic",90,30,"chance"
"63","YF006",1.29001897332982,63,16.34444444,"YF005","chance","private","DesiredAntagonistic",10,20,"certain"
"64","YF006",1.29001897332982,64,16.34444444,"YF005","certain","private","DesiredAntagonistic",25,100,"chance"
"65","YF006",1.29001897332982,65,16.34444444,"YF005","certain","private","DesiredAntagonistic",90,40,"chance"
"66","YF006",1.29001897332982,66,16.34444444,"YF005","certain","private","DesiredAntagonistic",25,30,"certain"
"67","YF006",1.29001897332982,67,16.34444444,"YF005","certain","private","DesiredAntagonistic",90,10,"chance"
"68","YF006",1.29001897332982,68,16.34444444,"YF005","certain","private","DesiredAntagonistic",75,40,"chance"
"69","YF006",1.29001897332982,69,16.34444444,"YF005","chance","private","DesiredAntagonistic",25,40,"chance"
"70","YF006",1.29001897332982,70,16.34444444,"YF005","certain","private","DesiredAntagonistic",75,100,"chance"
"71","YF007",0.544478368506351,71,13.17222222,"YF008","certain","private","DesiredAntagonistic",90,20,"chance"
"72","YF007",0.544478368506351,72,13.17222222,"YF008","chance","private","DesiredAntagonistic",90,5,"chance"
"73","YF007",0.544478368506351,73,13.17222222,"YF008","chance","private","DesiredAntagonistic",50,100,"chance"
"74","YF007",0.544478368506351,74,13.17222222,"YF008","certain","private","DesiredAntagonistic",90,50,"certain"
"75","YF007",0.544478368506351,75,13.17222222,"YF008","chance","private","DesiredAntagonistic",50,5,"certain"
"76","YF007",0.544478368506351,76,13.17222222,"YF008","chance","private","DesiredAntagonistic",50,40,"chance"
"77","YF007",0.544478368506351,77,13.17222222,"YF008","certain","private","DesiredAntagonistic",75,30,"certain"
"78","YF007",0.544478368506351,78,13.17222222,"YF008","certain","private","DesiredAntagonistic",50,20,"certain"
"79","YF007",0.544478368506351,79,13.17222222,"YF008","chance","private","DesiredAntagonistic",10,5,"certain"
"80","YF007",0.544478368506351,80,13.17222222,"YF008","chance","private","DesiredAntagonistic",75,20,"certain"
"81","YF007",0.544478368506351,81,13.17222222,"YF008","chance","private","DesiredAntagonistic",10,30,"chance"
"82","YF007",0.544478368506351,82,13.17222222,"YF008","certain","private","DesiredAntagonistic",50,30,"certain"
"83","YF007",0.544478368506351,83,13.17222222,"YF008","chance","private","DesiredAntagonistic",25,5,"chance"
"84","YF007",0.544478368506351,84,13.17222222,"YF008","chance","private","DesiredAntagonistic",25,10,"chance"
"85","YF007",0.544478368506351,85,13.17222222,"YF008","certain","private","DesiredAntagonistic",90,40,"certain"
"86","YF007",0.544478368506351,86,13.17222222,"YF008","certain","private","DesiredAntagonistic",75,100,"chance"
"87","YF007",0.544478368506351,87,13.17222222,"YF008","chance","private","DesiredAntagonistic",90,10,"chance"
"88","YF007",0.544478368506351,88,13.17222222,"YF008","chance","private","DesiredAntagonistic",25,100,"chance"
"89","YF007",0.544478368506351,89,13.17222222,"YF008","chance","private","DesiredAntagonistic",25,30,"certain"
"90","YF007",0.544478368506351,90,13.17222222,"YF008","certain","private","DesiredAntagonistic",75,40,"certain"
"91","YF007",0.544478368506351,91,13.17222222,"YF008","chance","private","DesiredAntagonistic",25,40,"chance"
"92","YF007",0.544478368506351,92,13.17222222,"YF008","chance","private","DesiredAntagonistic",10,20,"chance"
"93","YF007",0.544478368506351,93,13.17222222,"YF008","certain","private","DesiredAntagonistic",90,30,"chance"
"94","YF007",0.544478368506351,94,13.17222222,"YF008","chance","private","DesiredAntagonistic",25,20,"chance"
"95","YF007",0.544478368506351,95,13.17222222,"YF008","chance","private","DesiredAntagonistic",10,10,"certain"
"96","YF007",0.544478368506351,96,13.17222222,"YF008","chance","private","DesiredAntagonistic",25,50,"certain"
"97","YF007",0.544478368506351,97,13.17222222,"YF008","chance","private","DesiredAntagonistic",90,100,"chance"
"98","YF007",0.544478368506351,98,13.17222222,"YF008","chance","private","DesiredAntagonistic",50,10,"chance"
"99","YF007",0.544478368506351,99,13.17222222,"YF008","certain","private","DesiredAntagonistic",50,50,"chance"
"100","YF007",0.544478368506351,100,13.17222222,"YF008","chance","private","DesiredAntagonistic",10,40,"chance"
"101","YF007",0.544478368506351,101,13.17222222,"YF008","certain","private","DesiredAntagonistic",75,50,"certain"
"102","YF007",0.544478368506351,102,13.17222222,"YF008","chance","private","DesiredAntagonistic",75,10,"chance"
"103","YF007",0.544478368506351,103,13.17222222,"YF008","chance","private","DesiredAntagonistic",75,5,"certain"
"104","YF007",0.544478368506351,104,13.17222222,"YF008","chance","private","DesiredAntagonistic",10,100,"chance"
"105","YF007",0.544478368506351,105,13.17222222,"YF008","chance","private","DesiredAntagonistic",10,50,"chance"
"106","YF008",0.407877270967747,106,12.98333333,"YF007","certain","private","DesiredAntagonistic",75,50,"certain"
"107","YF008",0.407877270967747,107,12.98333333,"YF007","certain","private","DesiredAntagonistic",10,100,"certain"
"108","YF008",0.407877270967747,108,12.98333333,"YF007","chance","private","DesiredAntagonistic",75,10,"chance"
"109","YF008",0.407877270967747,109,12.98333333,"YF007","certain","private","DesiredAntagonistic",50,50,"chance"
"110","YF008",0.407877270967747,110,12.98333333,"YF007","chance","private","DesiredAntagonistic",75,5,"certain"
"111","YF008",0.407877270967747,111,12.98333333,"YF007","certain","private","DesiredAntagonistic",10,40,"certain"
"112","YF008",0.407877270967747,112,12.98333333,"YF007","chance","private","DesiredAntagonistic",10,50,"chance"
"113","YF008",0.407877270967747,113,12.98333333,"YF007","certain","private","DesiredAntagonistic",25,50,"certain"
"114","YF008",0.407877270967747,114,12.98333333,"YF007","chance","private","DesiredAntagonistic",10,10,"chance"
"115","YF008",0.407877270967747,115,12.98333333,"YF007","certain","private","DesiredAntagonistic",50,10,"certain"
"116","YF008",0.407877270967747,116,12.98333333,"YF007","certain","private","DesiredAntagonistic",10,20,"certain"
"117","YF008",0.407877270967747,117,12.98333333,"YF007","certain","private","DesiredAntagonistic",90,30,"certain"
"118","YF008",0.407877270967747,118,12.98333333,"YF007","certain","private","DesiredAntagonistic",90,100,"chance"
"119","YF008",0.407877270967747,119,12.98333333,"YF007","certain","private","DesiredAntagonistic",25,20,"certain"
"120","YF008",0.407877270967747,120,12.98333333,"YF007","chance","private","DesiredAntagonistic",10,5,"chance"
"121","YF008",0.407877270967747,121,12.98333333,"YF007","certain","private","DesiredAntagonistic",50,30,"certain"
"122","YF008",0.407877270967747,122,12.98333333,"YF007","certain","private","DesiredAntagonistic",75,20,"chance"
"123","YF008",0.407877270967747,123,12.98333333,"YF007","certain","private","DesiredAntagonistic",25,10,"certain"
"124","YF008",0.407877270967747,124,12.98333333,"YF007","chance","private","DesiredAntagonistic",25,5,"certain"
"125","YF008",0.407877270967747,125,12.98333333,"YF007","certain","private","DesiredAntagonistic",50,20,"certain"
"126","YF008",0.407877270967747,126,12.98333333,"YF007","chance","private","DesiredAntagonistic",10,30,"chance"
"127","YF008",0.407877270967747,127,12.98333333,"YF007","chance","private","DesiredAntagonistic",50,5,"chance"
"128","YF008",0.407877270967747,128,12.98333333,"YF007","certain","private","DesiredAntagonistic",90,50,"certain"
"129","YF008",0.407877270967747,129,12.98333333,"YF007","certain","private","DesiredAntagonistic",50,100,"chance"
"130","YF008",0.407877270967747,130,12.98333333,"YF007","certain","private","DesiredAntagonistic",50,40,"certain"
"131","YF008",0.407877270967747,131,12.98333333,"YF007","certain","private","DesiredAntagonistic",90,20,"certain"
"132","YF008",0.407877270967747,132,12.98333333,"YF007","chance","private","DesiredAntagonistic",90,5,"chance"
"133","YF008",0.407877270967747,133,12.98333333,"YF007","certain","private","DesiredAntagonistic",75,30,"certain"
"134","YF008",0.407877270967747,134,12.98333333,"YF007","certain","private","DesiredAntagonistic",25,30,"certain"
"135","YF008",0.407877270967747,135,12.98333333,"YF007","certain","private","DesiredAntagonistic",90,40,"certain"
"136","YF008",0.407877270967747,136,12.98333333,"YF007","certain","private","DesiredAntagonistic",25,100,"certain"
"137","YF008",0.407877270967747,137,12.98333333,"YF007","certain","private","DesiredAntagonistic",90,10,"chance"
"138","YF008",0.407877270967747,138,12.98333333,"YF007","certain","private","DesiredAntagonistic",75,100,"chance"
"139","YF008",0.407877270967747,139,12.98333333,"YF007","certain","private","DesiredAntagonistic",75,40,"certain"
"140","YF008",0.407877270967747,140,12.98333333,"YF007","certain","private","DesiredAntagonistic",25,40,"certain"
"141","YF009",0.656058694437703,141,15.01666667,"YF010","chance","private","DesiredAntagonistic",50,100,"chance"
"142","YF009",0.656058694437703,142,15.01666667,"YF010","chance","private","DesiredAntagonistic",50,40,"chance"
"143","YF009",0.656058694437703,143,15.01666667,"YF010","chance","private","DesiredAntagonistic",90,5,"certain"
"144","YF009",0.656058694437703,144,15.01666667,"YF010","chance","private","DesiredAntagonistic",90,50,"certain"
"145","YF009",0.656058694437703,145,15.01666667,"YF010","chance","private","DesiredAntagonistic",75,30,"chance"
"146","YF009",0.656058694437703,146,15.01666667,"YF010","chance","private","DesiredAntagonistic",90,20,"certain"
"147","YF009",0.656058694437703,147,15.01666667,"YF010","certain","private","DesiredAntagonistic",50,5,"chance"
"148","YF009",0.656058694437703,148,15.01666667,"YF010","certain","private","DesiredAntagonistic",10,20,"certain"
"149","YF009",0.656058694437703,149,15.01666667,"YF010","certain","private","DesiredAntagonistic",50,10,"certain"
"150","YF009",0.656058694437703,150,15.01666667,"YF010","chance","private","DesiredAntagonistic",25,50,"certain"
"151","YF009",0.656058694437703,151,15.01666667,"YF010","chance","private","DesiredAntagonistic",90,30,"chance"
"152","YF009",0.656058694437703,152,15.01666667,"YF010","certain","private","DesiredAntagonistic",25,20,"certain"
"153","YF009",0.656058694437703,153,15.01666667,"YF010","certain","private","DesiredAntagonistic",10,10,"certain"
"154","YF009",0.656058694437703,154,15.01666667,"YF010","certain","private","DesiredAntagonistic",90,100,"chance"
"155","YF009",0.656058694437703,155,15.01666667,"YF010","chance","private","DesiredAntagonistic",10,5,"chance"
"156","YF009",0.656058694437703,156,15.01666667,"YF010","certain","private","DesiredAntagonistic",50,30,"certain"
"157","YF009",0.656058694437703,157,15.01666667,"YF010","chance","private","DesiredAntagonistic",75,20,"chance"
"158","YF009",0.656058694437703,158,15.01666667,"YF010","certain","private","DesiredAntagonistic",10,30,"certain"
"159","YF009",0.656058694437703,159,15.01666667,"YF010","certain","private","DesiredAntagonistic",50,20,"certain"
"160","YF009",0.656058694437703,160,15.01666667,"YF010","chance","private","DesiredAntagonistic",25,5,"chance"
"161","YF009",0.656058694437703,161,15.01666667,"YF010","certain","private","DesiredAntagonistic",25,10,"chance"
"162","YF009",0.656058694437703,162,15.01666667,"YF010","certain","private","DesiredAntagonistic",10,100,"certain"
"163","YF009",0.656058694437703,163,15.01666667,"YF010","certain","private","DesiredAntagonistic",75,5,"chance"
"164","YF009",0.656058694437703,164,15.01666667,"YF010","chance","private","DesiredAntagonistic",75,50,"certain"
"165","YF009",0.656058694437703,165,15.01666667,"YF010","certain","private","DesiredAntagonistic",75,10,"certain"
"166","YF009",0.656058694437703,166,15.01666667,"YF010","certain","private","DesiredAntagonistic",10,40,"certain"
"167","YF009",0.656058694437703,167,15.01666667,"YF010","certain","private","DesiredAntagonistic",10,50,"certain"
"168","YF009",0.656058694437703,168,15.01666667,"YF010","chance","private","DesiredAntagonistic",50,50,"certain"
"169","YF009",0.656058694437703,169,15.01666667,"YF010","certain","private","DesiredAntagonistic",25,100,"certain"
"170","YF009",0.656058694437703,170,15.01666667,"YF010","certain","private","DesiredAntagonistic",25,40,"certain"
"171","YF009",0.656058694437703,171,15.01666667,"YF010","certain","private","DesiredAntagonistic",25,30,"certain"
"172","YF009",0.656058694437703,172,15.01666667,"YF010","chance","private","DesiredAntagonistic",90,10,"chance"
"173","YF009",0.656058694437703,173,15.01666667,"YF010","chance","private","DesiredAntagonistic",75,40,"chance"
"174","YF009",0.656058694437703,174,15.01666667,"YF010","chance","private","DesiredAntagonistic",75,100,"chance"
"175","YF009",0.656058694437703,175,15.01666667,"YF010","chance","private","DesiredAntagonistic",90,40,"certain"
"176","YF010",0.48919240615934,176,15.24722222,"YF009","chance","private","DesiredAntagonistic",25,20,"certain"
"177","YF010",0.48919240615934,177,15.24722222,"YF009","certain","private","DesiredAntagonistic",50,10,"certain"
"178","YF010",0.48919240615934,178,15.24722222,"YF009","certain","private","DesiredAntagonistic",90,100,"chance"
"179","YF010",0.48919240615934,179,15.24722222,"YF009","chance","private","DesiredAntagonistic",10,10,"certain"
"180","YF010",0.48919240615934,180,15.24722222,"YF009","chance","private","DesiredAntagonistic",90,30,"certain"
"181","YF010",0.48919240615934,181,15.24722222,"YF009","chance","private","DesiredAntagonistic",10,20,"certain"
"182","YF010",0.48919240615934,182,15.24722222,"YF009","chance","private","DesiredAntagonistic",25,50,"chance"
"183","YF010",0.48919240615934,183,15.24722222,"YF009","chance","private","DesiredAntagonistic",25,10,"certain"
"184","YF010",0.48919240615934,184,15.24722222,"YF009","chance","private","DesiredAntagonistic",50,30,"chance"
"185","YF010",0.48919240615934,185,15.24722222,"YF009","chance","private","DesiredAntagonistic",50,20,"certain"
"186","YF010",0.48919240615934,186,15.24722222,"YF009","chance","private","DesiredAntagonistic",10,30,"certain"
"187","YF010",0.48919240615934,187,15.24722222,"YF009","certain","private","DesiredAntagonistic",10,5,"certain"
"188","YF010",0.48919240615934,188,15.24722222,"YF009","certain","private","DesiredAntagonistic",25,5,"certain"
"189","YF010",0.48919240615934,189,15.24722222,"YF009","chance","private","DesiredAntagonistic",75,20,"chance"
"190","YF010",0.48919240615934,190,15.24722222,"YF009","chance","private","DesiredAntagonistic",50,40,"chance"
"191","YF010",0.48919240615934,191,15.24722222,"YF009","chance","private","DesiredAntagonistic",75,30,"chance"
"192","YF010",0.48919240615934,192,15.24722222,"YF009","certain","private","DesiredAntagonistic",90,50,"chance"
"193","YF010",0.48919240615934,193,15.24722222,"YF009","chance","private","DesiredAntagonistic",90,5,"certain"
"194","YF010",0.48919240615934,194,15.24722222,"YF009","chance","private","DesiredAntagonistic",90,20,"chance"
"195","YF010",0.48919240615934,195,15.24722222,"YF009","certain","private","DesiredAntagonistic",50,100,"chance"
"196","YF010",0.48919240615934,196,15.24722222,"YF009","certain","private","DesiredAntagonistic",50,5,"certain"
"197","YF010",0.48919240615934,197,15.24722222,"YF009","chance","private","DesiredAntagonistic",75,100,"chance"
"198","YF010",0.48919240615934,198,15.24722222,"YF009","chance","private","DesiredAntagonistic",25,100,"chance"
"199","YF010",0.48919240615934,199,15.24722222,"YF009","chance","private","DesiredAntagonistic",25,40,"chance"
"200","YF010",0.48919240615934,200,15.24722222,"YF009","certain","private","DesiredAntagonistic",90,10,"certain"
"201","YF010",0.48919240615934,201,15.24722222,"YF009","chance","private","DesiredAntagonistic",75,40,"chance"
"202","YF010",0.48919240615934,202,15.24722222,"YF009","certain","private","DesiredAntagonistic",90,40,"chance"
"203","YF010",0.48919240615934,203,15.24722222,"YF009","chance","private","DesiredAntagonistic",25,30,"certain"
"204","YF010",0.48919240615934,204,15.24722222,"YF009","chance","private","DesiredAntagonistic",75,10,"certain"
"205","YF010",0.48919240615934,205,15.24722222,"YF009","chance","private","DesiredAntagonistic",10,50,"chance"
"206","YF010",0.48919240615934,206,15.24722222,"YF009","chance","private","DesiredAntagonistic",75,50,"chance"
"207","YF010",0.48919240615934,207,15.24722222,"YF009","chance","private","DesiredAntagonistic",10,100,"chance"
"208","YF010",0.48919240615934,208,15.24722222,"YF009","chance","private","DesiredAntagonistic",10,40,"certain"
"209","YF010",0.48919240615934,209,15.24722222,"YF009","chance","private","DesiredAntagonistic",75,5,"certain"
"210","YF010",0.48919240615934,210,15.24722222,"YF009","certain","private","DesiredAntagonistic",50,50,"chance"
"211","YF011",0.219630677274688,211,15.37222222,"YF012","chance","private","DesiredAntagonistic",25,20,"certain"
"212","YF011",0.219630677274688,212,15.37222222,"YF012","chance","private","DesiredAntagonistic",10,10,"certain"
"213","YF011",0.219630677274688,213,15.37222222,"YF012","chance","private","DesiredAntagonistic",10,20,"certain"
"214","YF011",0.219630677274688,214,15.37222222,"YF012","certain","private","DesiredAntagonistic",90,30,"chance"
"215","YF011",0.219630677274688,215,15.37222222,"YF012","chance","private","DesiredAntagonistic",50,10,"certain"
"216","YF011",0.219630677274688,216,15.37222222,"YF012","certain","private","DesiredAntagonistic",25,50,"chance"
"217","YF011",0.219630677274688,217,15.37222222,"YF012","certain","private","DesiredAntagonistic",90,100,"chance"
"218","YF011",0.219630677274688,218,15.37222222,"YF012","chance","private","DesiredAntagonistic",75,5,"certain"
"219","YF011",0.219630677274688,219,15.37222222,"YF012","chance","private","DesiredAntagonistic",75,10,"chance"
"220","YF011",0.219630677274688,220,15.37222222,"YF012","chance","private","DesiredAntagonistic",10,40,"certain"
"221","YF011",0.219630677274688,221,15.37222222,"YF012","certain","private","DesiredAntagonistic",50,50,"chance"
"222","YF011",0.219630677274688,222,15.37222222,"YF012","certain","private","DesiredAntagonistic",10,100,"chance"
"223","YF011",0.219630677274688,223,15.37222222,"YF012","certain","private","DesiredAntagonistic",10,50,"chance"
"224","YF011",0.219630677274688,224,15.37222222,"YF012","certain","private","DesiredAntagonistic",75,50,"chance"
"225","YF011",0.219630677274688,225,15.37222222,"YF012","certain","private","DesiredAntagonistic",90,50,"chance"
"226","YF011",0.219630677274688,226,15.37222222,"YF012","certain","private","DesiredAntagonistic",75,30,"chance"
"227","YF011",0.219630677274688,227,15.37222222,"YF012","chance","private","DesiredAntagonistic",90,5,"certain"
"228","YF011",0.219630677274688,228,15.37222222,"YF012","certain","private","DesiredAntagonistic",50,40,"chance"
"229","YF011",0.219630677274688,229,15.37222222,"YF012","certain","private","DesiredAntagonistic",50,100,"chance"
"230","YF011",0.219630677274688,230,15.37222222,"YF012","chance","private","DesiredAntagonistic",50,5,"chance"
"231","YF011",0.219630677274688,231,15.37222222,"YF012","certain","private","DesiredAntagonistic",90,20,"chance"
"232","YF011",0.219630677274688,232,15.37222222,"YF012","certain","private","DesiredAntagonistic",50,20,"chance"
"233","YF011",0.219630677274688,233,15.37222222,"YF012","chance","private","DesiredAntagonistic",10,5,"chance"
"234","YF011",0.219630677274688,234,15.37222222,"YF012","chance","private","DesiredAntagonistic",25,10,"certain"
"235","YF011",0.219630677274688,235,15.37222222,"YF012","chance","private","DesiredAntagonistic",25,5,"chance"
"236","YF011",0.219630677274688,236,15.37222222,"YF012","chance","private","DesiredAntagonistic",10,30,"certain"
"237","YF011",0.219630677274688,237,15.37222222,"YF012","certain","private","DesiredAntagonistic",75,20,"chance"
"238","YF011",0.219630677274688,238,15.37222222,"YF012","chance","private","DesiredAntagonistic",50,30,"chance"
"239","YF011",0.219630677274688,239,15.37222222,"YF012","certain","private","DesiredAntagonistic",75,40,"chance"
"240","YF011",0.219630677274688,240,15.37222222,"YF012","certain","private","DesiredAntagonistic",25,100,"chance"
"241","YF011",0.219630677274688,241,15.37222222,"YF012","certain","private","DesiredAntagonistic",25,40,"chance"
"242","YF011",0.219630677274688,242,15.37222222,"YF012","certain","private","DesiredAntagonistic",90,10,"chance"
"243","YF011",0.219630677274688,243,15.37222222,"YF012","chance","private","DesiredAntagonistic",25,30,"certain"
"244","YF011",0.219630677274688,244,15.37222222,"YF012","certain","private","DesiredAntagonistic",90,40,"chance"
"245","YF011",0.219630677274688,245,15.37222222,"YF012","certain","private","DesiredAntagonistic",75,100,"chance"
"246","YF012",0.176140226183966,246,15.43888889,"YF011","certain","private","DesiredAntagonistic",75,30,"chance"
"247","YF012",0.176140226183966,247,15.43888889,"YF011","certain","private","DesiredAntagonistic",50,100,"chance"
"248","YF012",0.176140226183966,248,15.43888889,"YF011","certain","private","DesiredAntagonistic",50,40,"certain"
"249","YF012",0.176140226183966,249,15.43888889,"YF011","certain","private","DesiredAntagonistic",90,5,"certain"
"250","YF012",0.176140226183966,250,15.43888889,"YF011","certain","private","DesiredAntagonistic",90,50,"certain"
"251","YF012",0.176140226183966,251,15.43888889,"YF011","certain","private","DesiredAntagonistic",90,20,"chance"
"252","YF012",0.176140226183966,252,15.43888889,"YF011","chance","private","DesiredAntagonistic",50,5,"certain"
"253","YF012",0.176140226183966,253,15.43888889,"YF011","certain","private","DesiredAntagonistic",50,50,"certain"
"254","YF012",0.176140226183966,254,15.43888889,"YF011","chance","private","DesiredAntagonistic",75,10,"chance"
"255","YF012",0.176140226183966,255,15.43888889,"YF011","certain","private","DesiredAntagonistic",75,50,"chance"
"256","YF012",0.176140226183966,256,15.43888889,"YF011","chance","private","DesiredAntagonistic",10,50,"certain"
"257","YF012",0.176140226183966,257,15.43888889,"YF011","certain","private","DesiredAntagonistic",10,40,"certain"
"258","YF012",0.176140226183966,258,15.43888889,"YF011","certain","private","DesiredAntagonistic",10,100,"certain"
"259","YF012",0.176140226183966,259,15.43888889,"YF011","chance","private","DesiredAntagonistic",75,5,"certain"
"260","YF012",0.176140226183966,260,15.43888889,"YF011","chance","private","DesiredAntagonistic",25,20,"certain"
"261","YF012",0.176140226183966,261,15.43888889,"YF011","chance","private","DesiredAntagonistic",10,20,"chance"
"262","YF012",0.176140226183966,262,15.43888889,"YF011","certain","private","DesiredAntagonistic",90,100,"chance"
